posted_date,occurrence_date,time,city,state,shape,duration,summary
8/10/18,7/21/18,21:00,Ontario,CA,Circle,2 seconds,Circle ufo.
8/10/18,7/21/18,08:30,Maryland Heights,MO,Cross,5 minutes,Craft vanishes from clear skies.
8/10/18,7/21/18,04:15,Pompano Beach,FL,Egg,15 minutes,Golden sideways egg shape staying in the low sky over Atlantic Ocean in the dark early morning sky. Almost like a huge harvest moon.
8/10/18,7/21/18,03:30,Aurora,CO,Light,Hours,Amber ball of light over Colorado.
8/10/18,7/21/18,03:25,Cranston,RI,Circle,3 minutes,Bright shimmering circular disk/orb seen and videoed as it crossed central Rhode Island.
8/10/18,7/20/18,00:00,Lilliwaup,WA,Circle,30 seconds,Traveling white light high in sky.
8/10/18,7/20/18,23:30,Coon Rapids,IA,Light,1-2 minutes,Star like object going into faster than light travel.
8/10/18,7/20/18,23:00,Pierson,FL,Disk,2 hours,Object moving unlike any man made object we know of.
8/10/18,7/20/18,22:10,Kelseyville,CA,Unknown,5 minutes,Unknown craft with white and green lights traveling east to west.
8/10/18,7/20/18,21:20,Jessieville,AR,Disk,3 minutes,UFOs over Lake Ouachita seen from Navy Landing by two people with video and photo.
8/10/18,7/19/18,21:45,Langhorne,PA,Light,~30 seconds,Large Bright white light traveled distance of sky in less then 30 seconds.
8/10/18,7/19/18,17:30,Boise,ID,Oval,4 hours,Unknown orb observed for 4 hours.
8/10/18,7/19/18,10:30,Foley,AL,Other,2 minutes,Unknown craft aerobatic and very fast.
8/10/18,7/18/18,22:00,Tuscaloosa,AL,Fireball,2 hours,I noticed a ball of light out of my window right above the tree line. It was glowing orange.
8/10/18,7/14/18,22:30,Pilot Rock,OR,Sphere,3 minutes,Glowing red orb with smaller blue orb trailing behind traversing sky at high rate of speed.
8/10/18,7/5/18,04:12,Pittsboro,NC,Light,10 minutes,Very bright light covering my bathroom skylight.
8/10/18,7/4/18,21:00,Hilton Head Island,SC,Light,30 minutes,A white floating object that then turned orange and kept moving in a small area.
8/10/18,6/30/18,23:27,Detroit,MI,Fireball,20 seconds,A large orange fireball and I could see inside of ball a metallic ship with a wingspan pointing upward.
8/10/18,4/26/18,22:30,Austin,TX,Triangle,3 minutes,Faint translucent triangle covered in tiny lights.
8/10/18,8/21/17,12:00,Fountain,CO,Unknown,8:00,During the Eclipse I notice a craft moving across the sky east to southwest.
8/10/18,7/24/12,22:00,Vancouver,WA,Light,10 minutes,Observed 3 objects at regular intervals moving at very high rate of speed south to north passing in front of the Pegasus constellation.
8/10/18,8/16/97,13:00,Louisville,KY,Changing,3 minutes,White Object Constantly Changes then Vanishes Instantly.
8/10/18,8/8/88,01:30,Amity,PA,Unknown,4 minutes,Beam of light with no sound; no indication of light source; eerie radio broadcast afterward.
8/10/18,9/15/76,19:00,Amarillo,TX,Disk,10 seconds,Two low flying disk-shaped craft with porthole windows fly directly over witness' head.
8/10/18,6/14/74,19:00,Spokane,WA,Unknown,30 minutes,It was a radio announcer.
8/10/18,11/22/69,00:00,Camp Pendleton,CA,Rectangle,12 minutes,Government cover up.
7/19/18,7/18/18,21:30,Vance,AL,Light,2-3 minutes,Bright white light moving at speed headed south to north without flashing lights or sound.
7/19/18,7/18/18,21:15,Davenport,WA,Light,10 seconds,Light moving at an exceptionally high rate of speed south to north.
7/19/18,7/18/18,21:00,North Las Vegas,NV,Oval,5 minutes,Orb like UFO followed by High Speed Aircraft over Las Vegas heading NE.
7/19/18,7/16/18,23:00,Trinity,AL,Light,~20 minutes,The lights were seen no more than three at a time. I had actually first seen them at the beginning of this year on my own.
7/19/18,7/16/18,09:00,Columbia,MD,Light,10-15 seconds,Two small white lights very high in the sky moving in unison.
7/19/18,7/14/18,21:20,LaPlace,LA,Chevron,1 minute,Pentagonal lights/very large black craft.
7/19/18,7/14/18,19:00,Seattle,WA,Circle,10+ minutes,Stationary Object With Extension Emerging Retracting High Above SeaTac or Boeing Field.
7/19/18,7/13/18,23:30,Pawhuska,OK,Oval,30 seconds,2 aircraft side by side 1 was orange orb shape other was cargo jet flying low and slow.
7/19/18,7/13/18,21:30,Swansea,MA,Light,4 seconds,Small purple light arching across sky at dusk in Swansea.
7/19/18,7/11/18,19:30,Bend,OR,Oval,2 hours,I observed a single object at very high altitude. From my perspective it was in my Northeast direction then moved slightly Northwest.
7/19/18,7/7/18,05:00,Ladson,SC,Other,1 hour,Description of sighting event.
7/19/18,6/25/18,18:30,Conway,SC,Triangle,~45 seconds,The loudest triangle I've ever seen.
7/19/18,6/21/18,04:30,Ranburne,AL,Sphere,30 seconds,2 small bright orbs racing ahead and dancing about.
7/13/18,7/12/18,05:10,Tallahassee,FL,Circle,60 minutes,Ring of lights.
7/13/18,7/10/18,23:00,Myrtle Beach,SC,Unknown,30 minutes,Object with red then white lights seen over the ocean 3 separate times in different locations.
7/13/18,7/10/18,21:35,Naples,FL,Unknown,1 minute,NO ABDUCTION---YOUR SYSTEM MADE A MISTAKE REGARDING MY PRIOR SUBMISSION.
7/13/18,7/10/18,21:35,Naples,FL,Unknown,1 minute,See above.
7/13/18,7/10/18,14:45,Arlington,TX,Sphere,3 minutes,Black sphere about the size of a large air plane very slowly moving then as I pointe do it out it sped off very extremely fast.
7/13/18,7/10/18,11:30,Rohnert Park,CA,Formation,3-4 minutes,White boomerang shaped objects swarming and floating then immediately disappeared together.
7/13/18,7/9/18,22:30,North Myrtle Beach,SC,Circle,5 seconds,Husband and I were sitting on hotel balcony overlooking the ocean. Large very bright orange orb suddenly appeared over Atlantic Ocean.
7/13/18,7/9/18,03:00,Bethany,CT,Light,Until,Witnessed regularly is an excessively bright light that can be seen to move in ways that differ from stars/planets.
7/13/18,7/8/18,20:50,Mt. Prospect,IL,Fireball,3 seconds,Bright fireball moving North to South over Mt. Prospect.
7/13/18,7/8/18,20:40,Madison,WI,Chevron,30 seconds,Lime green object flew quickly from NW to SE over the beltline near the Southtown exit. We lost sight of it as it flew behind trees.
7/13/18,7/8/18,18:45,Winnebago,MN,Light,4 seconds,Small green light in southern Minnesota sky.
7/13/18,7/8/18,02:10,Greensboro,NC,Other,15 minutes,I saw an object in the sky that looked like lights stacked vertically that were changing from red to white.
7/13/18,7/6/18,23:00,Ogalala,NE,Light,~5 minutes,Two lights seeming moving in submarine like motion.
7/13/18,7/6/18,03:00,Chestertown,NY,Circle,1 hour,Object changed colors from white to yellow to orange and shape shifted.
7/13/18,7/5/18,22:15,Silverdale,WA,Circle,12 minutes,Circling lights of multiple colors that turned into a solid color of orange then white.
7/13/18,7/5/18,21:25,Floristen,CA,Light,2 minutes,Bright light flighing from south east out of reno toward truckee and Sierraville direction. At 9:25pm.
7/13/18,7/4/18,22:30,Chicago,IL,Light,30 minutes,Red light seen over Lake Michigan from Chicago over Sears Tower. 30-40 minute. Color changes.
7/13/18,7/4/18,22:00,Valley Center,KS,Light,45 minutes,Stationary Red Light That Eventually Moved.
7/13/18,7/4/18,22:00,Wolfeboro,NH,Circle,30 minutes,Fireworks UFO.
7/13/18,7/4/18,14:00,Olive Hill,KY,Sphere,12 min.,Black sphere shaped object that did not navigate.( stayed still).
7/13/18,9/1/17,22:45,Medical Lake,WA,Circle,5 minutes,Red circle objects North of Medical Lake.
7/13/18,6/15/95,23:00,Oshkosh,WI,Triangle,15-20 seconds,Black Triangle with white lights on each corner and a darker black triangle inset.
7/5/18,7/4/18,22:00,Manchester,NH,Formation,2 minutes,Triangle formation.
7/5/18,7/4/18,22:00,Buffalo,NY,Disk,8 minutes and 44 seconds,UFO hoovering over watching fireworks then takes off.
7/5/18,7/4/18,21:15,Tulsa,OK,Light,40 minutes,Floating bright object.
7/5/18,7/4/18,21:00,Riverside,CA,Triangle,30-45 minutes,Loud booms n weird tangle.
7/5/18,7/4/18,21:00,Warner Robins,GA,Light,15 minutes,Two lights following in the same SW trajectory.
7/5/18,7/4/18,21:00,Winchester,VA,Light,15 minutes,The U.S. isn’t prepared for the growing threat of drones - Washington Post 7-5-18.
7/5/18,7/3/18,22:05,Citrus Heights,CA,Circle,15 seconds,Large orange ball of light flys over Citrus Heights at rapid speed.
7/5/18,7/3/18,22:00,Stratford,CT,Sphere,15 minutes,Reddish ball of steady light passing overhead.
7/5/18,7/2/18,10:00,Deptford,NJ,Unknown,30 seconds,Magnificent ultra bright light/shape seen shining 10am in the sky north and to the east of downtown Philadelphia.
7/5/18,7/2/18,04:30,Greenwood,DE,Light,1 minute,Pulsing orb of light flying just over cornfield.
7/5/18,7/1/18,21:00,Blaine,TN,Rectangle,On going,Red lights forming stationary rectangular shape.
7/5/18,7/1/18,19:00,North Hollywood,CA,Triangle,15-20 minutes,Silver toroidal craft accompanied by rotating triangular craft.
7/5/18,7/1/18,17:27,Medina,OH,Cylinder,10 seconds,Cylinder object rotating through sky with 2 lights on each flat end.
7/5/18,6/30/18,11:15,Bristol,CT,Changing,maybe 25,Addendum to earlier report.
7/5/18,6/29/18,21:30,Carolina Beach,NC,Sphere,10 seconds,Large orange orb about the size of the moon with scattered white/yellow lights in front seen in sky over the ocean.
7/5/18,6/29/18,18:00,Dillon,MT,Sphere,2 hours,Translucent object floating in opposite direction of clouds.
7/5/18,6/29/18,14:47,Trumbull,CT,Cigar,3 seconds,Bright cigar object.
7/5/18,6/28/18,22:15,Pleasanton,CA,Light,10 minutes,We saw 3 bright lights in a tight configuration not moving in any particular direction. They looked stationary.
7/5/18,6/27/18,05:30,Yalaha,FL,Fireball,~5-7 minutes,3 UFOs intersect and then speed apart in oppisite directions at impossible speeds.
7/5/18,6/25/18,02:37,Plainfield,IL,Light,2 minutes,Red/White Light seen over field off of Praire Grove Dr. and Wingstem St. next to nearby Middle School.
7/5/18,6/19/18,03:25,Moose,WY,Disk,Unk,Disc-shaped object over Grand Tetons in Wyoming.
7/5/18,6/12/18,23:00,Dunlap,IL,Triangle,5 minutes,((HOAX??)) It hovered over a field for about three minutes then flew over us.
7/5/18,5/26/18,23:00,Crowville,LA,Other,6 seconds,Rotating tic-tac shaped object rotating end over end.
7/5/18,5/15/18,12:00,Encino,CA,Formation,~30 minutes,Strange cloud formation.
7/5/18,4/12/18,01:30,Valdez,AK,Circle,30 seconds,Alaska - bright light over Prince William Sound island blinks off when noticed during the middle of the night.
7/5/18,7/4/17,20:00,Keizer,OR,Sphere,10 minutes,Pink orb sighted in Orgeon 4th of July 2017.
7/5/18,10/15/16,19:00,North Canton,OH,Light,20 minutes,Bright light hovering then descending in the night sky.
7/5/18,9/25/11,02:15,Tallahassee,FL,Sphere,3 minutes,2 lights moving south spin around each other and then vanish.
7/5/18,6/15/08,19:30,New Paltz,NY,Disk,20 seconds,Dark black flying saucer with 3 VERY BRIGHT lights landed in my backyard for 10 seconds and shot back in the sky very fast.
7/5/18,6/4/08,20:25,Long Beach,CA,Fireball,30 seconds,Fireball. With flames.
7/5/18,10/8/94,18:30,Kingstree,SC,Egg,15 minutes,Egg shaped yellowish lights that danced around a tree and house.
7/5/18,8/20/67,00:00,Poconos,PA,Sphere,5 minutes,Sphere found hovering above camp councilors.
6/28/18,6/27/18,21:55,Corbett,OR,Light,3 minutes,3 red blinking lights moving across the sky.
6/28/18,6/27/18,16:24,North Port,FL,Circle,3-4 minutes,2 round white spheres in the sky.
6/28/18,6/27/18,03:17,Roswell,GA,Unknown,3 seconds,Very high speed fly over.
6/28/18,6/25/18,20:15,Dauphin Island,AL,Changing,30 minutes,Second time seeing craft to the west of us.
6/28/18,6/25/18,13:15,Castle Rock,CO,Sphere,5 minutes,Seven reflective orbs in the Colorado sky.
6/28/18,6/23/18,23:25,Loveland,CO,Unknown,4 minutes,I spotted an extremely bright light to the South East.
6/28/18,6/22/18,20:30,New York City,NY,Light,3 minutes,Bright Red Lights Over Manhattan.
6/28/18,6/22/18,10:00,Long Beach,NY,Circle,1-5 minutes,Two white circular lights chasing each other back and forth at fast speed.
6/28/18,6/21/18,23:14,Seattle,WA,Light,5 minutes,Unusual red lights at apparent orbital altitude.
6/28/18,6/21/18,23:00,Cedar Breaks,UT,Unknown,<5 minutes,An UFO hovered near a weather station on some distant mountains for a few minutes.
6/28/18,6/21/18,21:00,Chandler,AZ,Light,90 minutes,Multiple fast solid white lights appearing at different times and locations in the sky.
6/28/18,6/12/18,23:53,Olympia,WA,Flash,6 minutes,Single flashing bright white lingers in sky as it bounces around and changes direction for 6 minutes.
6/28/18,6/9/18,21:09,Branford,CT,Changing,1 minute,Pulsating orb travels across the sky and was recorded.
6/28/18,10/23/02,19:00,Orange Beach,AL,Other,crash of air craft,I was listening to a recording on a tape I had recorded a while back you were talking about a air craft that had crashed.
6/28/18,5/4/63,22:00,Goodwin,SD,Light,1 hour,A bright light with a buzzing noise stops our car on rural highway.
6/28/18,10/15/32,23:00,South Long Lake,MN,Light,5 minutes,Sighting from October 1932.
6/21/18,6/20/18,13:15,Willow Grove,PA,Sphere,5 minutes,Silver sphere seen going in and out of clouds.
6/21/18,6/20/18,11:00,Tice,FL,Other,3 hours,Silent UFO mimic jets still have a great interest here in Tice.
6/21/18,6/19/18,20:29,Perris,CA,Oval,<5 minutes,Metallic round craft w/ Lights traveling Southeast over Riverside County.
6/21/18,6/17/18,23:30,Anthem,AZ,Changing,10 minutes,Possibly related to phoenix lights.
6/21/18,6/17/18,23:00,Bettendorf,IA,Circle,30 seconds,2 greenish yellow circles.
6/21/18,6/17/18,21:30,Brainerd,MN,Triangle,15 seconds,I seen a triangle moving at high speed through the clouds. The triangle appeared to have flames colored orange surrounding it.
6/21/18,6/17/18,19:00,Emerson,NJ,Sphere,~10 seconds,Silver mettalic sphere tumbling/spinning and moving at steady state speed.
6/21/18,6/16/18,22:50,White Plains,NY,Formation,10 minutes,Cluster of orange lights in formation in night sky.
6/21/18,6/15/18,21:50,Clinton,CT,Unknown,2 minutes,Three orange orbs in triangle formation.
6/21/18,6/11/18,14:00,Denver,CO,Flash,15 seconds,A cluster of lights moving quickly in my video from right to left at 4 seconds in my video.
6/21/18,5/31/18,21:33,Lamoine,ME,Triangle,10 minutes,Strange triangular craft appears above tree and vanishes into thin air.
6/21/18,5/25/18,01:00,Orange,MA,Chevron,2-5 minutes,Chevron shaped object with 5 green lights appeared and disappeared at request of observer.
6/21/18,3/16/18,20:30,Beloit,WI,Triangle,10 minutes,Trianglular shaped object with colored lights on each side seen in rural Beloit.
6/21/18,9/24/17,21:00,North Beach,MD,Circle,2 minutes,Orange orb just disappears.
6/21/18,5/19/17,13:38,Phoenix,AZ,Sphere,2 hours,UFO sighting over Phoenix.
6/15/18,6/12/18,22:10,Binghamton,NY,Triangle,Split second,I looked up I seen three triangles a triangular formation.
6/15/18,6/10/18,10:30,Yarmouth,MA,Light,1 hour,Three wiggling bright lights above the Mid-Cape..
6/15/18,6/9/18,05:30,Crossville,TN,Light,20 minutes,UFOs over a field in the sky in the early morning.
6/15/18,6/8/18,22:20,Orlando,FL,Light,3-5 minutes,Rapidly changing coloured light extremely dissimilar to aircraft lighting seen at airport.
6/15/18,6/7/18,21:30,Jeffersonville,IN,Light,3 minutes,Red light traveling opposite course to ISS.
6/15/18,6/7/18,10:15,Rye,NH,Circle,20 seconds,Bright orange orb or sphere...being chased by two helicopters at night..
6/15/18,6/3/18,17:00,Tilton,NH,Oval,15 seconds,A yellow/orange glowing oval shaped object left two large white puffy condensation trails in its wake rocketing across the sky.
6/15/18,10/20/17,02:00,Millbury,MA,Other,All night,((HOAX??)) Entities flying in the sky.
6/15/18,7/15/10,19:00,Columbia,SC,Light,<1 minute,Beam of light gone in seconds.
6/15/18,4/15/04,23:00,Princeton,LA,Oval,2 minutes,ROUND LARGE FLYING OBJECT CAME OVER ME AND SHINED A LITE ON ME AS I WENT IN THE HOUSE YEARS AGO.
6/7/18,6/5/18,21:30,Lisbon,OH,Light,3 nights,This is a bright x shaped light I've used the SkyView app and it's not register as a satellite or star or planet.
6/7/18,6/4/18,23:45,Rockford/ Cherry Valley,IL,Diamond,30,I was on my way home from work. I saw two bright lights in the sky. I brushed it off at first thinking it was just two planes.
6/7/18,6/4/18,01:00,Saint Cloud,FL,Triangle,5 minutes,Very Bright Orange Triangular Object - No noise.
6/7/18,6/3/18,00:20,Florissant,CO,Light,30 seconds,Flare of light in the night sky in Colorado.
6/7/18,6/1/18,01:00,Henrico,VA,Rectangle,6-8 minutes +/-,Narrow mostly rectangle shape with single file lights seen in southeastern sky and then just gone like switch flipped.
6/7/18,5/30/18,23:00,Sarasota,FL,Circle,2 hours,Round bright light emiting random white beams of light to the west and red beams of light to the east of it. No sounds.
6/1/18,5/31/18,10:00,Aurora,CO,Circle,15 minutes,Silver object in the sky moving slowly west to east then fast to north.
6/1/18,5/30/18,23:15,North Myrtle Beach,SC,Circle,10 seconds,Orange spheres above Atlantic Ocean.
6/1/18,5/30/18,21:00,Myrtle Beach,SC,Unknown,1 hour,We were sitting on our balcony enjoyong the moonlight and ocean when out of no where these lights showed up in the sky.
6/1/18,5/30/18,12:47,Surfside Beach,SC,Flash,5 minutes,We were sitting outside and saw 2 sets of bright randomly flashing lights in sky.
6/1/18,5/26/18,21:24,Mechanicsville,VA,Cylinder,1 minutes,60 year engineering professional driving saw 2 lights hovering in dark sky approximately 100ft away. Pulled over on side of road.
5/31/18,5/28/18,19:00,Seattle,WA,Sphere,2 minutes,Two objects flying erratically. invisible to the naked eye but showed up on my camera phone.
5/31/18,5/28/18,13:00,Massillon,OH,Oval,3 min,Walking across driveway looked up saw shiny black oval shaped craft traveling W to E then changed direction to S.
5/31/18,5/26/18,09:00,Chennai (India),IN,Diamond,15 mins 2 obj black and w,15 mins 2 obj black and white flying parallal for long time untill aeroplane occurance . It flew slow and had some waves around it.
5/31/18,5/25/18,20:15,Chardon,OH,Other,30 seconds,Dual winged object that appeared like a jet.
5/31/18,5/24/18,07:17,Roswell,GA,Unknown,4 mins,The sound sends chills through your body as your eyes are paralyzed starring into the empty sky.
5/31/18,5/23/18,22:30,Marysville,WA,Light,2 minutes,Extremely high altitude objects moving fast in tandem in the night sky until one stopped and its light dimmed.
5/31/18,5/23/18,21:40,Muncie,IN,Light,2 minutes,Unusual solid bright white light slowly traveling across the night sky.
5/31/18,5/23/18,17:30,Los Angeles,CA,Circle,1 minute,Circular UFO in broad daylight over Los Angeles.
5/31/18,5/23/18,00:53,Imboden,AR,Circle,65 minutes,Second sighting of circular lighted object hovering over my upper field.
5/31/18,5/21/18,21:30,North Myrtle Beach,SC,Fireball,seconds per sighting,*VIDEO* multiple orbs sighted between 9:30 & 10 p.m.
5/31/18,5/19/18,21:30,Blanchester,OH,Light,30 seconds,I notice the 3 orange lights that come on in the sky that were in a straight line.
5/31/18,5/19/18,10:45,Wapakoneta,OH,Other,~1 second,High speed solid grey shape moving essentially east to west - did not look like an aircraft.
5/31/18,5/17/18,10:30,Pontoon beach,IL,Changing,2:45 minutes,3 glowing dots that moved in formation of crescent type shape 20 seconds and glowing yellow orange. Dots were originally whitish-blue.
5/31/18,5/15/18,23:16,Boulder,CO,Chevron,10 seconds,Dark Silent Chevron.
5/31/18,5/6/18,01:00,Cumming,GA,Flash,45+,Saw a flash of light and figure in my home. My dog was affected and had to be put down.
5/31/18,5/5/18,03:10,Lecompton,KS,Other,a few seconds,6 White dots stacked and moving together near ground in wooded area on trail camera.
5/31/18,1/15/18,23:00,Trenton/Grosse Ile,MI,Rectangle,2 minutes,I saw a rectangle flying at high speeds in the night sky.
5/31/18,5/16/17,18:45,San Tan Valley,AZ,Changing,10 minutes,Streaks of light ahead of red object.
5/31/18,10/13/16,21:30,Hiwassee,VA,Triangle,2 minutes,Classic TR3B with red pulsating disk in center accompanied by jets.
5/31/18,9/25/10,23:49,Wilsonville,OR,Triangle,40 seconds,I saw 2 triangular UFOs. They were flying over the I-5 Freeway (either just before the Wilsonville exit or just past it about a mile).
5/31/18,10/15/73,01:00,Fayetteville,NC,Light,1-1/2 hours,Missing Time and Military Helicopter.
5/15/18,5/14/18,20:00,Murfreesboro,TN,Light,8 hours,Spring of 2016 I just happen to look up one night while my dogs are going outside and I noticed these white lights or round spheres.
5/15/18,5/14/18,01:55,Manhattan Beach,CA,Formation,1-2 seconds,05/14/18 @ 0155h over LAX v-formation 6 items traveling westerly.
5/15/18,5/13/18,17:30,McDonough,GA,Other,45 minutes,Christmas-star-objects.
5/15/18,5/13/18,00:05,Bremerton,WA,Light,5 seconds,7 bright white lights streak across the sky in V formation in a matter of seconds.
5/15/18,5/11/18,21:00,Jewett City,CT,Changing,45 minutes,In the NW sky quite high above the horizon we witnessed what looked like a large star. We used stable binoculars to look closer.
5/15/18,5/11/18,01:00,Glendo (15 miles S of; I-25),WY,Triangle,5 minutes,Driving north 15 miles before Glendo on I-25 I witnessed a triangle shaped crafs hovering above me. I woke my daughter to confirm.
5/15/18,5/11/18,00:00,Gladstone,MO,Circle,90 minutes,I don't know what it is but it's a bright light hovering above the Hobby Lobby in Gladstone Missouri it is now 12:03 a.m.
5/15/18,5/10/18,21:20,Frankfort,KY,Chevron,10 minutes,I saw a chevron/triangle shaped craft that was solid black with a bright light in the middle with small one at tip and had no noise.
5/15/18,5/5/18,21:33,Estill Springs,TN,Triangle,70 minutes,A red and green triangular flashing light flying through the sky.
5/10/18,5/8/18,20:15,Gloucester,MA,Sphere,10-15 minutes,Bright sphere appeared over Annisquam River and pulsed many colors in rapid succession.
5/10/18,5/8/18,15:30,Harpster,OH,Cone,10 minutes,Mid-day clear blue sky two shiny objects hovered lowered then shot up.
5/10/18,5/7/18,21:30,Pensacola,FL,Disk,1-2 minutes,3 Flying discs.
5/10/18,5/7/18,20:45,Stratford,WI,Light,30 seconds,Fast erratic moving lights that turned off and on.
5/10/18,5/7/18,17:00,Pueblo West,CO,Triangle,7 minutes,Three flashing lights in a triangle shape over my neighbor's home.
5/10/18,5/5/18,11:30,San Antonio,TX,Formation,2-5 minutes,20-25 metallic triangular objects spotted on Cinco de Mayo in San Antonio.
5/10/18,5/4/18,23:59,Reno,NV,Circle,3-4 minutes,Four glowing cirlces low in the sky in south Reno.
5/10/18,5/4/18,21:15,Oakland,CA,Light,30 seconds,Was it a UFO? Was it alien? I don't know but it was crazy weird.
5/10/18,5/4/18,21:00,Chapin,SC,Circle,1+ hour,Same UFOs observed in South Carolina as seen in Ohio over Lake Erie.
5/10/18,5/4/18,02:00,Redlands,CA,Oval,15 seconds,It was bright red tinted light oval shape and vanished quickly when I took a picture.
5/10/18,5/3/18,21:25,Laconia,NH,Circle,3-5 seconds,Helicopter chasing glowing ball.
5/10/18,5/3/18,20:45,Saltville,VA,Unknown,5-7 seconds,An object similar in size and brightness to Venus higher in altitude and slightly south that hoovered and simply vanished.
5/10/18,4/28/18,22:30,Columbia,MS,Disk,60 seconds,They were covered in purple lights.
5/10/18,4/20/18,20:00,Northport,NY,Circle,2 hours,Yellow slightly orange 7 ft round silent luminescent object somewhat slowly glided low to ground 15 ft. In front of me.
5/10/18,11/24/17,20:14,Gainesville,FL,Oval,2-4 minutes,6 reddish orange oval shaped lights hovering in the western sky seen for about 2-4 minutes.
5/4/18,5/3/18,21:15,Bullhead City,AZ,Circle,15 minutes,Circle of lights seen two nights in a row.
5/4/18,5/3/18,16:45,Federal Way,WA,Unknown,2-3 seconds,Small Blue streak of light over I-5.
5/4/18,5/2/18,21:00,Temple Terrace,FL,Rectangle,1:00,Five objects hovering in the sky and they were moving at a rapid speed. They would move and stop rapidly.
5/4/18,4/30/18,22:15,Zeeland,MI,Unknown,5 minutes,Bright light low in the northern sky flashed and disappeared.
5/4/18,4/30/18,19:55,Biloxi,MS,Fireball,10 seconds,19:55 central time fireball traveling South to North.
5/4/18,4/29/18,21:15,Benson,AZ,Rectangle,10mun,3 red lights blinking but they were far apart. At first we were not sure if they were moving.
5/4/18,4/28/18,22:00,Fountain Inn,SC,Light,1 hour,kids wife and I were walking around on our 22 acres pretty open land on 6/5/17 and noticed a really bright light in the sky.
5/4/18,4/28/18,21:50,Suffolk,VA,Circle,Still ongoing,Two hovering ufos in my neighborhood skyline.
5/4/18,4/28/18,21:40,Largo,FL,Other,10 seconds,Traveling E to W 1 or possibly 2 objects. A Purple Object. It was Bright Purple then dark in the middle then Bright Purple again.
5/4/18,4/28/18,16:43,Joliet,IL,Changing,~9 minutes,Object with alternating apperance transverses sky.
5/4/18,4/27/18,23:45,Clearwater,FL,Flash,4.5 seconds,Large Bright Flash.
5/4/18,4/27/18,20:45,Milton,GA,Fireball,1 minute,2 fireballs hovering over Hwy 9. Suddenly they started to get higher and disapppeared in a matter of seconds.
5/4/18,4/27/18,01:21,Arlington,WA,Light,2 minutes,Infra red orb of light seen on security monitor moving strangely above the tree line.
5/4/18,4/26/18,20:10,Port Orchard,WA,Other,30 seconds,Buzzing brilliant red rings.
5/4/18,4/26/18,16:45,Vancouver,WA,Oval,3 minutes,Round or shiny craft following departing Jet liner from Portland Airport.
5/4/18,4/26/18,16:40,Ridgefield,WA,Cylinder,20 seconds,Object flying next to full size airplane at same speed.
5/4/18,4/21/18,11:00,Old Forge,PA,Cross,1 minute,Completely silent winged object that disappeared.
5/4/18,4/9/18,23:20,Black Mountain,NC,Cross,45+ minutes,Very Bright low Hanging Non-Moving Light with Solid Unlit Craft Nearby.
5/4/18,3/24/18,17:00,Tice,FL,Other,3 hours,Another 12 Silent Jet UFO's fly past or over the house today the second one being a 4-engine silent jet beauty.
5/4/18,8/6/16,20:30,Sedonna,AZ,Other,90 minutes,How anyone can see a UFO.
5/4/18,10/21/05,07:00,Auburn,WA,Circle,40 seconds,Silent Daytime Disc Disappears When Just Out Of Sight. Prior to recalling abduction.
5/4/18,9/30/85,17:00,Rancho Bernardo,CA,Disk,3 minutes,The craft was clearly visible no more than 25 feet directly in front of us at about 15 - 20 feet above ground.
4/26/18,4/23/18,21:10,Torrington,CT,Light,10 minutes,Good video of strange object flying over my town.
4/26/18,4/22/18,23:50,Tolland,CT,Egg,15 seconds,Egg shaped object flying over Tolland to then disappear.
4/26/18,4/21/18,05:20,Versailles,PA,Unknown,1 minute,On this day my BF and I saw a light in the sky. Greenish. It was swimming like a sperm in the sky. A meteorite flashed by.
4/26/18,4/20/18,22:00,Ridgefield,CT,Circle,1 hour,Circle of multicolored lights Western CT/NY.
4/26/18,4/19/18,22:15,Kansas City,KS,Circle,5 seconds,Green orb moving fast and smoking then disappeared before it was out of sight.
4/26/18,4/8/18,20:45,Fortuna,CA,Light,2 hours,3 weeks of nightly sightings of several white hot glowing UFOS.
4/26/18,4/7/18,14:20,Avon Lake,OH,Cigar,3 minutes,Metallic cigar shaped object observed over Lake Erie.
4/26/18,4/1/18,12:42,Pleasanton,CA,Other,2 seconds,Being/Creature/Object Photo.
4/26/18,4/24/12,14:00,Raleigh,NC,Cylinder,Few seconds,Dark cylinder hanging motionless in the sky near a jet.
4/26/18,1/31/58,20:00,Wantaugh,NY,Sphere,5 minutes,Illuminated ball with rods protruding. Silently moved east to west. Very low. About 40 feet off the ground.
4/19/18,4/18/18,20:00,Foyil,OK,Circle,1 hour,At about 10:00pm. After making a phone report about ongoing UFO activity in my area i was instructed to file an online repor.
4/19/18,4/17/18,21:00,Lakeland,FL,Sphere,5 minutes,Saw an orange orb hovering over the Lakeland power plant for about five minutes.
4/19/18,4/17/18,09:00,Fort Lauderdale,FL,Sphere,10 seconds,Spheres off of wing.
4/19/18,4/16/18,23:00,Boulder,CO,Triangle,47 seconds,UFO sighted over North Boulder.
4/19/18,4/16/18,19:00,Houston,TX,Light,1.5 hours,Up close twinkling stationary white lights flashing red & green.
4/19/18,4/15/18,23:00,Joshua Tree,CA,Other,2 hours,My friend and i were on her porch when i noticed a orb of light.i thoght it was just 1 but when i looked through the telescope.
4/19/18,4/15/18,02:10,Wasilla,AK,Light,1 minute,Singular light divides into multiples. Multiple sightings within 30-40 minutes.
